x-axis,1,2
second,Volt,Volt
+499.7500000E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7507813E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7515625E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7523438E-06,-24.2461636662E-03,-44.3466659635E-03
+499.7531250E-06,-24.2461636662E-03,-44.3466659635E-03
+499.7539063E-06,-24.2461636662E-03,-63.1908868672E-03
+499.7546875E-06,-24.2461636662E-03,-55.6531985058E-03
+499.7554688E-06,-24.2461636662E-03,-44.3466659635E-03
+499.7562500E-06,-24.2461636662E-03,-44.3466659635E-03
+499.7570313E-06,-24.2461636662E-03,-43.0903845700E-03
+499.7578125E-06,-24.2461636662E-03,-33.0401334213E-03
+499.7585938E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7593750E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7601563E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7609375E-06,-36.8089776020E-03,-44.3466659635E-03
+499.7617188E-06,-44.3466659635E-03,-54.3969171122E-03
+499.7625000E-06,-44.3466659635E-03,-64.4471682608E-03
+499.7632813E-06,-44.3466659635E-03,-64.4471682608E-03
+499.7640625E-06,-44.3466659635E-03,-64.4471682608E-03
+499.7648438E-06,-44.3466659635E-03,-64.4471682608E-03
+499.7656250E-06,-44.3466659635E-03,-64.4471682608E-03
+499.7664063E-06,-44.3466659635E-03,-63.1908868672E-03
+499.7671875E-06,-44.3466659635E-03,-43.0903845700E-03
+499.7679688E-06,-43.0903845700E-03,-24.2461636662E-03
+499.7687500E-06,-35.5526962085E-03,-24.2461636662E-03
+499.7695313E-06,-24.2461636662E-03,-24.2461636662E-03
+499.7703125E-06,-44.3466659635E-03,-24.2461636662E-03
+499.7710938E-06,-44.3466659635E-03,-24.2461636662E-03
+499.7718750E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7726563E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7734375E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7742188E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7750000E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7757813E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7765625E-06,-44.3466659635E-03,-44.3466659635E-03
+499.7773438E-06,-43.0903845700E-03,-44.3466659635E-03
+499.7781250E-06,-24.2461636662E-03,-43.0903845700E-03
+499.7789063E-06,-35.5526962085E-03,-24.2461636662E-03
+499.7796875E-06,-44.3466659635E-03,-24.2461636662E-03
