x-axis,1
second,Volt
+499.7500000E-06,-16.4070464671E-03
+499.7505000E-06,-16.4070464671E-03
+499.7510000E-06,-23.9447348285E-03
+499.7515000E-06,-24.4472473860E-03
+499.7520000E-06,-16.4070464671E-03
+499.7525000E-06,-16.4070464671E-03
+499.7530000E-06,-16.4070464671E-03
+499.7535000E-06,-16.4070464671E-03
+499.7540000E-06,-8.3668455482E-03
+499.7545000E-06,-8.3668455482E-03
+499.7550000E-06,-8.3668455482E-03
+499.7555000E-06,-8.3668455482E-03
+499.7560000E-06,-8.3668455482E-03
+499.7565000E-06,-8.3668455482E-03
+499.7570000E-06,-8.3668455482E-03
+499.7575000E-06,-8.3668455482E-03
+499.7580000E-06,-8.3668455482E-03
+499.7585000E-06,-8.3668455482E-03
+499.7590000E-06,-8.3668455482E-03
+499.7595000E-06,-8.3668455482E-03
+499.7600000E-06,-15.9045339096E-03
+499.7605000E-06,-16.4070464671E-03
+499.7610000E-06,-16.4070464671E-03
+499.7615000E-06,-16.4070464671E-03
+499.7620000E-06,-16.4070464671E-03
+499.7625000E-06,-16.4070464671E-03
+499.7630000E-06,-16.4070464671E-03
+499.7635000E-06,-8.3668455482E-03
+499.7640000E-06,-8.3668455482E-03
+499.7645000E-06,-8.3668455482E-03
+499.7650000E-06,-326.6446292E-06
+499.7655000E-06,-326.6446292E-06
+499.7660000E-06,-326.6446292E-06
+499.7665000E-06,-326.6446292E-06
+499.7670000E-06,-326.6446292E-06
+499.7675000E-06,-326.6446292E-06
+499.7680000E-06,-326.6446292E-06
+499.7685000E-06,-326.6446292E-06
+499.7690000E-06,-7.8643329907E-03
+499.7695000E-06,-8.3668455482E-03
+499.7700000E-06,-8.3668455482E-03
+499.7705000E-06,-15.9045339096E-03
+499.7710000E-06,-16.4070464671E-03
+499.7715000E-06,-16.4070464671E-03
+499.7720000E-06,-16.4070464671E-03
+499.7725000E-06,-16.4070464671E-03
+499.7730000E-06,-16.4070464671E-03
+499.7735000E-06,-16.4070464671E-03
+499.7740000E-06,-8.3668455482E-03
+499.7745000E-06,-8.3668455482E-03
+499.7750000E-06,-326.6446292E-06
+499.7755000E-06,-326.6446292E-06
+499.7760000E-06,-326.6446292E-06
+499.7765000E-06,-326.6446292E-06
+499.7770000E-06,-326.6446292E-06
+499.7775000E-06,-326.6446292E-06
+499.7780000E-06,-326.6446292E-06
+499.7785000E-06,-326.6446292E-06
+499.7790000E-06,-7.8643329907E-03
+499.7795000E-06,-8.3668455482E-03
+499.7800000E-06,-8.3668455482E-03
+499.7805000E-06,-15.9045339096E-03
+499.7810000E-06,-16.4070464671E-03
+499.7815000E-06,-16.4070464671E-03
+499.7820000E-06,-23.9447348285E-03
+499.7825000E-06,-16.4070464671E-03
+499.7830000E-06,-16.4070464671E-03
+499.7835000E-06,-16.4070464671E-03
+499.7840000E-06,-16.4070464671E-03
+499.7845000E-06,-16.4070464671E-03
+499.7850000E-06,-8.3668455482E-03
+499.7855000E-06,-8.3668455482E-03
+499.7860000E-06,-326.6446292E-06
+499.7865000E-06,-326.6446292E-06
+499.7870000E-06,-326.6446292E-06
+499.7875000E-06,-326.6446292E-06
+499.7880000E-06,-326.6446292E-06
+499.7885000E-06,-326.6446292E-06
+499.7890000E-06,-326.6446292E-06
+499.7895000E-06,-326.6446292E-06
+499.7900000E-06,-7.8643329907E-03
+499.7905000E-06,-8.3668455482E-03
+499.7910000E-06,-8.3668455482E-03
+499.7915000E-06,-15.9045339096E-03
+499.7920000E-06,-16.4070464671E-03
+499.7925000E-06,-16.4070464671E-03
+499.7930000E-06,-16.4070464671E-03
+499.7935000E-06,-16.4070464671E-03
+499.7940000E-06,-16.4070464671E-03
+499.7945000E-06,-16.4070464671E-03
+499.7950000E-06,-16.4070464671E-03
+499.7955000E-06,-16.4070464671E-03
+499.7960000E-06,-8.3668455482E-03
+499.7965000E-06,-8.3668455482E-03
+499.7970000E-06,-8.3668455482E-03
+499.7975000E-06,-8.3668455482E-03
+499.7980000E-06,-326.6446292E-06
+499.7985000E-06,-326.6446292E-06
+499.7990000E-06,-326.6446292E-06
+499.7995000E-06,-7.8643329907E-03
+499.8000000E-06,-8.3668455482E-03
+499.8005000E-06,-8.3668455482E-03
+499.8010000E-06,-8.3668455482E-03
+499.8015000E-06,-15.9045339096E-03
+499.8020000E-06,-16.4070464671E-03
+499.8025000E-06,-23.9447348285E-03
+499.8030000E-06,-24.4472473860E-03
+499.8035000E-06,-24.4472473860E-03
+499.8040000E-06,-24.4472473860E-03
+499.8045000E-06,-24.4472473860E-03
+499.8050000E-06,-16.4070464671E-03
+499.8055000E-06,-16.4070464671E-03
+499.8060000E-06,-16.4070464671E-03
+499.8065000E-06,-8.3668455482E-03
+499.8070000E-06,-8.3668455482E-03
+499.8075000E-06,-326.6446292E-06
+499.8080000E-06,-326.6446292E-06
+499.8085000E-06,-326.6446292E-06
+499.8090000E-06,-326.6446292E-06
+499.8095000E-06,-326.6446292E-06
+499.8100000E-06,-326.6446292E-06
+499.8105000E-06,-326.6446292E-06
+499.8110000E-06,-7.8643329907E-03
+499.8115000E-06,-8.3668455482E-03
+499.8120000E-06,-8.3668455482E-03
+499.8125000E-06,-8.3668455482E-03
+499.8130000E-06,-15.9045339096E-03
+499.8135000E-06,-16.4070464671E-03
+499.8140000E-06,-16.4070464671E-03
+499.8145000E-06,-16.4070464671E-03
+499.8150000E-06,-16.4070464671E-03
+499.8155000E-06,-16.4070464671E-03
+499.8160000E-06,-16.4070464671E-03
+499.8165000E-06,-16.4070464671E-03
+499.8170000E-06,-8.3668455482E-03
+499.8175000E-06,-8.3668455482E-03
+499.8180000E-06,-8.3668455482E-03
+499.8185000E-06,-8.3668455482E-03
+499.8190000E-06,-326.6446292E-06
+499.8195000E-06,-326.6446292E-06
+499.8200000E-06,-326.6446292E-06
+499.8205000E-06,-326.6446292E-06
+499.8210000E-06,-326.6446292E-06
+499.8215000E-06,-7.8643329907E-03
+499.8220000E-06,-8.3668455482E-03
+499.8225000E-06,-8.3668455482E-03
+499.8230000E-06,-15.9045339096E-03
+499.8235000E-06,-16.4070464671E-03
+499.8240000E-06,-16.4070464671E-03
+499.8245000E-06,-16.4070464671E-03
+499.8250000E-06,-16.4070464671E-03
+499.8255000E-06,-16.4070464671E-03
+499.8260000E-06,-16.4070464671E-03
+499.8265000E-06,-16.4070464671E-03
+499.8270000E-06,-16.4070464671E-03
+499.8275000E-06,-8.3668455482E-03
