x-axis,1,2
second,Volt,Volt
-500.00E-09,-14.97488469E-03,-14.97488469E-03
-499.00E-09,-14.97488469E-03,-14.97488469E-03
-498.00E-09,-14.97488469E-03,-14.97488469E-03
-497.00E-09,-14.97488469E-03,-14.97488469E-03
-496.00E-09,-14.97488469E-03,-6.93468377E-03
-495.00E-09,-6.93468377E-03,-6.93468377E-03
-494.00E-09,-6.93468377E-03,-6.93468377E-03
-493.00E-09,-6.93468377E-03,-6.93468377E-03
-492.00E-09,-6.93468377E-03,-6.93468377E-03
-491.00E-09,-6.93468377E-03,-14.47237213E-03
-490.00E-09,-14.47237213E-03,-14.97488469E-03
-489.00E-09,-14.97488469E-03,-14.97488469E-03
-488.00E-09,-14.97488469E-03,-14.97488469E-03
-487.00E-09,-14.97488469E-03,-14.97488469E-03
-486.00E-09,-14.97488469E-03,-14.97488469E-03
-485.00E-09,-6.93468377E-03,-14.97488469E-03
-484.00E-09,-6.93468377E-03,-14.97488469E-03
-483.00E-09,-6.93468377E-03,-6.93468377E-03
-482.00E-09,-6.93468377E-03,-6.93468377E-03
-481.00E-09,-14.47237213E-03,-6.93468377E-03
-480.00E-09,-14.97488469E-03,-6.93468377E-03
-479.00E-09,-14.97488469E-03,-6.93468377E-03
-478.00E-09,-14.97488469E-03,-14.47237213E-03
-477.00E-09,-14.97488469E-03,-14.97488469E-03
-476.00E-09,-14.97488469E-03,-14.97488469E-03
-475.00E-09,-6.93468377E-03,-6.93468377E-03
-474.00E-09,-6.93468377E-03,-6.93468377E-03
-473.00E-09,-6.93468377E-03,+1.10551715E-03
-472.00E-09,-6.93468377E-03,+1.10551715E-03
-471.00E-09,-6.93468377E-03,-6.43217121E-03
-470.00E-09,-14.47237213E-03,-6.93468377E-03
-469.00E-09,-14.97488469E-03,-6.93468377E-03
-468.00E-09,-14.97488469E-03,-14.47237213E-03
-467.00E-09,-14.97488469E-03,-14.97488469E-03
-466.00E-09,-14.97488469E-03,-14.97488469E-03
-465.00E-09,-6.93468377E-03,-14.97488469E-03
-464.00E-09,-6.93468377E-03,-6.93468377E-03
-463.00E-09,-6.93468377E-03,-6.93468377E-03
-462.00E-09,-6.93468377E-03,-6.93468377E-03
-461.00E-09,-6.93468377E-03,-6.93468377E-03
-460.00E-09,-6.93468377E-03,-6.93468377E-03
-459.00E-09,-14.47237213E-03,-6.93468377E-03
-458.00E-09,-14.97488469E-03,-14.47237213E-03
-457.00E-09,-14.97488469E-03,-14.97488469E-03
-456.00E-09,-14.97488469E-03,-14.97488469E-03
